age,lag_days,tau,K,exp_K
0.5,25.952342512697637,1.5491522023160713,1.719694447705887,5.58282235945765
0.5,27.04441137765714,1.581755740191515,1.755887226553662,5.788581247319545
0.5,28.1824342602638,1.6146367822964254,1.7923880593692236,6.0037727264721195
0.5,29.368344895473083,1.6477886014973975,1.8291894784460752,6.228836006131072
0.5,30.0,1.6650077635889111,1.848304254514335,6.349044026188561
0.5,30.604158389382015,1.681204490687596,1.866284038308964,6.464230879394003
0.5,31.89197464330902,1.7148777729148463,1.9036643269569484,6.710438687120875
0.5,33.23398192195816,1.7488018109284564,1.9413229764612054,6.967963326892381
0.5,34.632460571730896,1.7829700161394837,1.97925267291171,7.23733230915887
0.5,36.0897868955038,1.817375856992875,2.0174461657110427,7.519097862791491
0.5,37.60843719045577,1.8520128667533289,2.055896276217379,7.813838092350686
0.5,39.19099195580641,1.886874650709893,2.094595905742221,8.122158189495734
0.5,40.840140277614886,1.9219548928071555,2.133538042911602,8.444691701072399
0.5,42.55868439809032,1.9572473617134627,2.172715770402336,8.782101856534677
0.5,44.349544477177695,1.9927459163388688,2.212122271067426,9.13508295748084
0.5,46.215763554510126,2.0284445108175166,2.2517508334669456,9.504361832214208
0.5,48.16051272015931,2.064337198970883,2.2915948568226243,9.890699358375295
0.5,50.18709650296962,2.100418138269758,2.331647855415999,10.294892056834554
0.5,52.29895848563244,2.1366815933140666,2.3719034624513142,10.717773760184246
0.5,54.49968715604147,2.173121938850586,2.412355433405457,11.16021735932427
0.5,56.79302200487161,2.209733662349377,2.4529976488880187,11.62313663180007
0.5,59.18285987974302,2.2465113661603024,2.4938241170352176,12.107488155722486
0.5,61.673261606766516,2.2834497692713303,2.5348289754617728,12.614273313277991
0.5,64.26845889072264,2.320543708690545,2.576006492795055,13.144540388025954
0.5,66.97286150559826,2.3577881404737786,2.6173510698158475,13.699386760375557
0.5,69.7910647876998,2.3951781404196764,2.658857240229931,14.279961205840769
0.5,72.72785744407477,2.432708904453775,2.7005196710944426,14.887466300887036
0.5,75.7882296895099,2.4703757487227986,2.742333162922553,15.523160941408335
0.5,78.97738172593277,2.5081741094199628,2.784292649489539,16.188362979109616
0.5,82.30073257862412,2.5460995423615103,2.8263931973627003,16.88445198131591
0.5,85.76392930425685,2.5841477223341385,2.868630005176948,17.61287211998829
0.5,89.37285658640647,2.6223144422322893,2.910998402677121,18.375135195997164
0.5,90.0,2.6288008294480694,2.9181988598458686,18.507922059295154
0.5,93.13364673483916,2.6605956120035943,2.9534938495473364,19.172823804986674
0.5,97.05269010556735,2.698987257420015,2.9961119340468487,20.007594651460487
0.5,101.13664595937888,2.7374855186914417,3.0388483714710235,20.8811820180293
0.5,105.39245377729083,2.776086648937759,3.0816990024551956,21.795401397085886
0.5,109.82734505215552,2.8147870125345533,3.124659791138261,22.752153292512986
0.5,114.4488555764537,2.853583083346855,3.1677268232019755,23.75342719938549
0.5,119.26483824715625,2.892471442864512,3.210896303801055,24.80130577000144
0.5,124.28347640941176,2.9314487782519896,3.2541645553982854,25.897969174966242
0.5,129.5132977617325,2.970511880324602,3.29752801551796,27.04569966846238
0.5,134.96318884630867,3.009657641462442,3.3409832344301624,28.246886367265752
0.5,140.6424101490711,3.0488830534725038,3.38452687277753,29.50403025351585
0.5,146.56061183516235,3.088185205408773,3.428155699155369,30.819749411716703
0.5,152.72785014655128,3.127561281359357,3.471866587655174,32.19678451093485
0.5,159.15460448965692,3.1670085582090657,3.515656515380894,33.638004543675116
0.5,165.85179524201618,3.2065244033851776,3.55952255994654,35.14641283345199
0.5,172.83080230825027,3.2461062725935186,3.6034618969630303,36.72515332363601
0.5,180.0,3.2851984677992734,3.6468576530052474,38.35395505504192
0.5,180.10348445686424,3.2857517075513916,3.6474717975215483,38.377517160745846
0.5,187.6821994707333,3.32545833372332,3.691549625680015,40.106949585970646
0.5,195.57982514551875,3.3652238580650384,3.7356928359587265,41.917057149355024
0.5,203.80978117169033,3.4050460667806464,3.7798989708505926,43.81161526175223
0.5,212.3860519373412,3.4449228230973827,3.8241656583509473,45.79457610036108
0.5,221.3232102905404,3.484852065062016,3.8684906095113467,47.87007688440043
0.5,230.6364423015979,3.5248318033624013,3.912871616021306,50.0424485382502
0.5,240.34157306732249,3.564860119177415,3.9573065478215397,52.316224760201266
0.5,250.45509360111583,3.604935162058039,4.0017933507517816,54.696151515803095
0.5,260.99418885459727,3.645055147842087,4.046330044235944,57.187196975689496
0.5,271.9767669183699,3.6852183566046746,4.090914719006966,59.79456191869131
0.5,283.42148945155054,3.725423130646311,4.135545534873414,62.52369062202139
0.5,295.3478033917681,3.7656678725201638,4.180220718529578,65.38028226133642
0.5,307.7759739995089,3.805951043099791,4.224938561410481,68.370302844545
0.5,320.7271192929636,3.846271159688446,4.269697417593042,71.49999770435524
0.5,334.2232459318834,3.886626794170791,4.314495701744323,74.7759045757184
0.5,348.28728661142253,3.927016571207697,4.359331887117588,78.20486728555376
0.5,362.9431390295026,3.9674391664745956,4.4042045035967305,81.79405008342191
0.5,365.0,3.972983705217833,4.4103594265782045,82.29903865068816
0.5,378.21570649391754,4.007893304943711,4.4491121357893935,85.55095264315344
0.5,394.1309402381772,4.04837775921034,4.494053421168995,89.48342576684801
0.5,410.7158835179885,4.08889134786319,4.539027048265663,93.59968782412675
0.5,427.99871756331135,4.129432933898706,4.584031754906001,97.90834196106252
0.5,446.0088094640633,4.170001423179168,4.629066326501435,102.41839411482306
0.5,464.77676207084824,4.210595762934267,4.674129594384835,107.13927187175095
0.5,484.3344659954912,4.251214940305748,4.7192204341949475,112.0808442083666
0.5,504.7151537997487,4.291857980934678,4.764337764308128,117.25344215663436
0.5,525.9534564642684,4.332523947590781,4.809480544316793,122.66788043676424
0.5,548.085462233745,4.373211938843241,4.854647773553888,128.33548010284625
0.5,571.1487779382733,4.413921087772328,4.899838489662686,134.2680922487405
0.5,595.1825928950883,4.454650560721148,4.945051767211112,140.47812282386047
0.5,620.2277454992734,4.495399556086754,4.990286716349782,146.9785586108141
0.5,646.3267926165958,4.536167303149898,5.035542481512915,153.78299441930108
0.5,673.5240818963732,4.576953060942558,5.080818240161196,160.90566155320747
0.5,701.8658271272552,4.6177561171524895,5.126113201565726,168.3614576105124
0.5,730.0,4.656677743134023,5.1693196108495005,175.79518764607087
0.5,731.4001867639511,4.658575787063892,5.171426605632078,176.16597767840057
