band,delta_auroc,kernel_dev_attention,kernel_dev_aggregation,kernel_dev_mean,unreliable
neonate,-0.0232553179541944,1.8188128471374512,1.5079169273376465,1.6633648872375488,False
infant,0.0014831464397985,1.7423921823501587,0.5448055863380432,1.143598884344101,False
toddler,-0.0055746563220061,2.0996780395507812,2.2147858142852783,2.15723192691803,False
preschool,0.0565085818253716,2.3898959159851074,1.41201651096344,1.9009562134742737,False
school,0.0570505361686325,3.0567431449890137,1.932694435119629,2.4947187900543213,False
adolescent,0.1131570632401452,3.3487207889556885,2.6798853874206543,3.0143030881881714,False
