band,delta_auroc,kernel_dev_attention,kernel_dev_aggregation,kernel_dev_mean,unreliable
neonate,-0.1268536718349593,1.8309367895126343,1.5079169273376465,1.6694268584251404,False
infant,-0.0327923265808284,1.7218897342681885,0.5448055863380432,1.1333476603031158,False
toddler,-0.0192639913901746,2.034588575363159,2.2147858142852783,2.1246871948242188,False
preschool,-0.0237557269082722,2.3129265308380127,1.41201651096344,1.8624715209007263,False
school,0.0466640118286952,2.9218404293060303,1.932694435119629,2.4272674322128296,False
adolescent,0.1659685574086868,3.263429880142212,2.6798853874206543,2.971657633781433,False
